Shipment_ID,Origin,Destination,Cargo_Type,Weight_kg,Volume_m3,Departure_Date,Arrival_Date,Carrier,Cost_USD,Status,Priority,Packaging_Type,Customer_ID,Tracking_Number,Warehouse_Location,Transit_Time_Days,Distance_km,Num_Checkpoints,Temperature_C,Humidity_Percent,Delay_Hours,Fuel_Consumed_L,CO2_Emissions_kg,Handling_Events,Insurance_Value_USD,Cargo_Value_USD,Customs_Fees_USD,No_of_Items,Vibration_Events,Transport_Method
S2003,Port Jenniferhaven,Richardview,Electronics,1282.27,40.06,29-07-2025,06-08-2025,BlueCargo,3137.37,Awaiting Pickup,High,Box,012b7743-7c5e-4aa3-a8f9-7ac3093bbda1,8.67784E+12,Lake James,3,2909,1,-1.2,47,0,17972.7,48166.84,7,25734,65514,650,241,9,Rail
S2004,West Jeffrey,Buchananchester,Books,2238.96,92.01,19-08-2025,21-08-2025,RapidTrans,3583.06,In Transit,High,Pallet,f50a5b10-b31a-41d9-b1c5-01a9f1f77c5b,1.6276E+12,Greenburgh,2,848,6,-2.1,73,0,3608.3,9670.24,2,22157,39229,3213,701,13,Rail
S2005,Josephton,Lake Todd,Pharmaceuticals,2238.38,83.66,08-07-2025,13-07-2025,RapidTrans,3760.48,In Transit,Medium,Box,48b6495f-db56-43ff-8be5-95a84b738380,9.70439E+12,Pacehaven,3,1371,4,14.5,53,0,13349.7,35777.2,1,4247,57326,3451,51,4,Rail
S2006,Robbinsville,Crystalshire,Pharmaceuticals,3103.95,64.97,31-07-2025,12-08-2025,EcoFreight,5631.15,Delayed,Low,Crate,9140134f-d7af-405f-a8b0-409f5fc7b826,1.11112E+12,New Jenniferchester,5,3755,6,2.6,55,13,50927.8,136486.5,5,9812,11371,413,671,4,Rail
S2007,Lake Todd,Port Christopherport,Automotive,3894.1,56.59,14-07-2025,22-07-2025,EcoFreight,5476,In Transit,Medium,Crate,85729ae4-c703-4f3c-80b8-5e638a74106b,2.77359E+12,North Michelleton,3,2032,5,-1.4,25,0,36471.7,97744.16,4,19533,100623,1720,470,15,Road
S2008,Lake Jamieborough,Coxchester,Apparel,4367.37,99.97,30-06-2025,14-07-2025,FastTrack,6857.07,In Transit,High,Crate,c5382852-d033-4992-a7b5-55a715843f8c,6.25525E+12,Noahton,2,2980,3,6.6,22,0,75168.1,201450.51,3,22170,38160,1752,1283,0,Road
S2009,New Yeseniaville,Brownshire,Furniture,836.34,18.58,02-07-2025,10-07-2025,BlueCargo,2195.14,In Transit,Medium,Container,eb3f75a7-a0b5-417c-91ac-3c47beee706d,8.66035E+12,East Nicolemouth,2,2346,2,32,65,0,7255.7,19445.28,7,20938,107478,2862,130,0,Rail
S2010,Coxchester,Richardborough,Electronics,1025.06,95.66,23-08-2025,05-09-2025,BlueCargo,3881.66,Delivered,High,Container,2671fe9d-d217-4013-a2d5-3eb8cc7ffb1c,4.41601E+12,Briannatown,4,3800,3,36.5,25,0,5042.1,13512.83,6,12267,147012,1122,115,1,Road
S2011,Lake Todd,Richardborough,Automotive,,26.81,17-07-2025,23-07-2025,FastTrack,,Delivered,Low,Container,7a826d2c-73dc-43d7-a1cc-89d7039db493,8.12405E+12,Cantrellmouth,4,2713,3,34.4,29,0,2463,6600.84,6,4023,116591,147,963,6,Rail
S2012,West Jeffrey,Brownshire,Automotive,4759.32,7.09,01-07-2025,05-07-2025,EcoFreight,6395.22,Delivered,Medium,Crate,e0f4064a-7698-43f7-a965-d186d615c0b5,1.0817E+12,West Rachaelville,2,3130,5,1.5,15,0,39987.8,107167.3,7,11228,56656,420,752,6,Road
S2013,South Zacharyland,New Yeseniaville,Chemicals,3686.08,1.51,26-07-2025,31-07-2025,CargoIndia,3991.68,In Transit,Medium,Crate,5399fd3b-c3d4-4c0b-8779-c8a670bec41c,1.35292E+11,Lake Christopher,2,581,6,19.2,16,0,9470.6,25381.21,1,26039,5793,668,438,7,Rail
S2014,West Jeffrey,West Marieland,Machinery,4265.53,96.43,23-08-2025,29-08-2025,FastTrack,5937.83,Delayed,Low,Container,9b6617fd-a2ae-4ddc-ab9d-aece2e11cd34,1.46213E+12,New Scott,2,1416,2,31.3,64,11,29980.1,80346.67,6,23270,45471,2195,1205,15,Road
S2015,Jonathanstad,Stephensmouth,Automotive,423.68,44.16,29-07-2025,03-08-2025,RapidTrans,1035.28,Delivered,Medium,Container,5e94788d-d092-407a-9301-f79ebd5162c5,9.04809E+12,Ortegamouth,2,340,6,26.6,41,0,636.7,1706.36,5,7081,100346,1425,285,2,Rail
S2016,Rogersville,Rogersville,Chemicals,237.84,81.17,29-07-2025,03-08-2025,FastTrack,2313.04,In Transit,Medium,Pallet,316ed5a5-4310-4859-8934-9a3836140441,5.68286E+12,Katherinefurt,3,2527,5,5.4,44,0,2672.6,7162.57,4,19705,98014,2230,595,4,Road
S2017,Port Christopherport,New Yeseniaville,Books,1359.08,10.32,27-06-2025,01-07-2025,CargoIndia,3159.28,Delayed,Medium,Crate,afffcdac-9d15-4e23-9780-28a2a9730f88,7.2231E+12,Cristinashire,5,3394,1,36.3,87,12,26444.6,70871.53,3,20911,10069,486,711,11,Rail
S2018,Hannahfurt,Jonathanstad,Chemicals,2930.79,91.26,27-06-2025,07-07-2025,RapidTrans,4800.89,Delayed,High,Crate,bffb80f2-434a-4851-90fd-22b908d23880,8.4136E+11,Stanleyville,1,1915,6,25.5,76,0,6072.4,16274.03,1,4356,61092,1286,125,11,Rail
S2019,East Shannonmouth,Richardview,Chemicals,,97.5,25-08-2025,05-09-2025,EcoFreight,,Delivered,Low,Box,13930a7f-2417-4ad0-9eae-40f80cea87c3,5.5931E+12,East Anna,4,3744,1,10.9,39,0,6766,18132.88,7,10379,5557,2679,1181,9,Rail
S2020,West Tylerland,Port Robin,Pharmaceuticals,188.98,65.82,15-08-2025,22-08-2025,CargoIndia,1992.68,In Transit,High,Crate,c7c775f9-046e-4dbb-b986-6f3b1c662d35,4.70038E+12,New Jacksonville,5,2291,3,18,60,0,2468.3,6615.04,3,2888,96795,1760,449,1,Ship
S2021,Lake Jacobview,Buchananchester,Apparel,1632.13,20.62,04-08-2025,15-08-2025,RapidTrans,3453.33,In Transit,Low,Container,88c52593-7a57-41e4-a89d-7fa9ca0c95bd,9.36105E+11,New Douglas,5,3230,3,0.3,39,0,22007.3,58979.56,6,1077,132823,2951,1224,11,Road
S2022,Port Robin,South Zacharyland,Pharmaceuticals,1830.91,95.72,31-07-2025,14-08-2025,EcoFreight,3017.11,In Transit,High,Box,fcc2afbb-4889-4d0b-99b2-8aaaed1e8a33,9.09008E+12,South Mark,2,458,3,34,73,0,1372.9,3679.37,5,23409,123735,1104,1402,7,Road
S2023,Rogersville,West Marieland,Furniture,937.51,41.61,01-08-2025,10-08-2025,EcoFreight,1813.61,Delivered,Low,Container,9a3e2f1a-dd87-4447-b13c-544ec0ec626a,8.33767E+12,Robertfurt,4,920,1,15.2,73,0,,,4,19183,33740,2537,865,5,Road
S2024,Lake Jamieborough,Robbinsville,Pharmaceuticals,1271.18,28.3,13-08-2025,17-08-2025,BlueCargo,3833.18,In Transit,Medium,Box,6d88b54a-7d96-435c-8ef4-61543da3f414,6.46217E+12,North Susan,3,4558,5,5.5,84,0,16140.1,43255.47,6,20001,8524,793,1048,5,Air
S2025,Richardview,Port Jenniferhaven,Pharmaceuticals,2060.06,32.94,23-08-2025,04-09-2025,FastTrack,2862.96,Delayed,Medium,Crate,2fe13703-d55f-4b86-b646-09c647ad8b6a,2.485E+12,North Melissa,3,947,1,14.8,86,10,9888.1,26500.11,7,14447,43763,928,430,14,Rail
S2026,Port Jenniferhaven,Coxchester,Chemicals,669.87,80.51,03-07-2025,08-07-2025,RapidTrans,2093.47,Delivered,High,Container,46e6308c-1bc1-4bb1-a68a-cd9e68f23a18,1.53799E+12,Port Normanborough,2,1237,6,1.5,74,0,3467.7,9293.44,7,1769,53344,1821,699,12,Rail
S2027,Fosterland,Richardborough,Automotive,4139.66,56.07,25-08-2025,05-09-2025,RapidTrans,5378.86,Awaiting Pickup,High,Crate,d99cefab-0b3e-4b75-ba25-2ea502c6f1f8,2.80418E+12,New Tiffanyland,2,1357,4,16.6,71,0,27152.9,72769.77,4,7513,18175,188,977,13,Road
S2028,Lake Jacobview,West Tylerland,Books,922.91,6.86,16-07-2025,27-07-2025,CargoIndia,3286.51,In Transit,Low,Pallet,0fb0f5e9-8abd-4698-8b14-27b89261f276,7.36614E+12,West Robertville,11,4590,6,18.6,50,0,22110.4,59255.87,3,21410,45225,2961,1061,10,Ship
S2029,Coxchester,New Yeseniaville,Food,3753.59,84.76,15-07-2025,18-07-2025,EcoFreight,5230.19,Delayed,High,Box,479f51cd-116d-422a-9c33-d6b9ebc62540,9.93421E+12,Jocelynport,1,1258,5,14.2,35,0,20620.5,55262.94,1,25155,125879,2066,292,,Road
S2030,Jonathanstad,Brownshire,Electronics,,70.26,20-07-2025,23-07-2025,CargoIndia,,Delivered,Medium,Container,9f88e207-122e-4f2a-aa9a-4d31cd8eac00,1.1852E+12,South Richardborough,3,2011,3,21.1,73,0,3906.2,10468.62,6,21351,102452,1792,338,4,Ship
S2031,Oliviaville,Nancymouth,Apparel,593.8,76.29,27-07-2025,04-08-2025,CargoIndia,3551.7,In Transit,High,Container,c0b883d9-4cdd-4fb5-96f2-9a4fe1fd1dd6,5.01872E+12,Jameshaven,2,4390,3,17.8,50,0,,,7,29620,72887,3443,381,8,Air
S2032,Lake Todd,Port Christopherport,Automotive,1773.88,57.47,14-08-2025,19-08-2025,RapidTrans,2903.58,Delayed,Low,Box,001b5254-0f80-4b81-b354-82dfe27ce629,5.98989E+12,Port Laura,4,1110,2,30.1,40,0,9286.2,24887.02,5,24602,43968,612,220,4,Road
S2033,Port Robin,Lake Todd,Machinery,,7.37,12-08-2025,15-08-2025,CargoIndia,,Awaiting Pickup,Low,Crate,893a32fa-ec3a-4125-99ad-cc43ff12ded5,9.75857E+12,Fernandezbury,2,791,3,27.3,44,0,3919.5,10504.26,2,18694,55640,1444,329,3,Rail
S2034,Donnachester,Coxchester,Pharmaceuticals,528.87,51.02,23-08-2025,02-09-2025,EcoFreight,1936.07,Delivered,Medium,Container,1d081031-550a-4b78-808b-b3590828b504,3.54457E+12,Phelpston,3,1794,3,32.1,46,0,1758.5,4712.78,4,16459,76321,978,1199,11,Road
S2035,Robbinsville,Robbinsville,Apparel,4135.92,68.89,12-07-2025,24-07-2025,EcoFreight,5080.82,Delivered,Medium,Crate,662060fb-9134-42e8-a45b-0ba730d78ef2,9.9431E+12,Timothyton,1,512,6,36,75,0,3840.3,10292,6,12089,43290,864,902,1,Road
S2036,Coxchester,Michaelshire,Apparel,3224.1,87.87,25-07-2025,28-07-2025,FastTrack,6523.3,Awaiting Pickup,Medium,Pallet,ede6950f-a51f-4397-96ad-f0e858456014,5.08435E+12,Michaeltown,3,4841,6,31.7,59,0,49942.2,133845.1,5,18213,131318,3019,803,4,Air
S2037,Lake Micheleberg,Cameronmouth,Machinery,726.88,47.43,18-08-2025,23-08-2025,EcoFreight,2351.68,In Transit,Medium,Crate,ceb1ca40-e256-4c19-8f42-54e9a87a0404,5.91437E+12,West Brandon,4,2301,1,37.8,57,0,9755.1,26143.67,6,13689,107262,2995,290,4,Road
S2038,Buchananchester,Nancymouth,Machinery,1360.15,21,27-07-2025,30-07-2025,BlueCargo,3647.65,Awaiting Pickup,High,Crate,2ee7150d-c089-4a8d-ac4c-8cfdf51010c2,2.96712E+12,Amandatown,6,4155,6,31.8,37,0,24318.8,65174.38,3,25604,19645,3049,215,5,Ship
S2039,Crystalshire,Richardview,Pharmaceuticals,3225.2,52.42,20-08-2025,27-08-2025,FastTrack,4808.4,Awaiting Pickup,Medium,Crate,95a981ef-074e-41c3-83eb-0127d849358a,4.86469E+12,South Christopher,6,2118,4,27.5,20,0,23332.7,62531.64,3,6088,105187,3172,983,14,Ship
S2040,New Yeseniaville,Rogersville,Apparel,3590.53,83.45,08-08-2025,14-08-2025,EcoFreight,5451.03,Delayed,Medium,Pallet,44dd410f-da7b-4bf4-a71a-4e565793460c,2.14267E+12,West Amychester,4,2052,6,37.3,57,10,32509.8,87126.26,4,5401,69363,2642,69,14,Ship
S2041,Josephton,South Zacharyland,Automotive,88.99,68.26,30-07-2025,11-08-2025,EcoFreight,2007.59,Delivered,High,Pallet,37f404a2-f100-461e-b2eb-8be28f5ed216,9.97628E+12,West Jessica,1,2472,5,34.8,79,0,727.1,1948.63,5,29343,147567,2262,580,9,Road
S2042,Josephton,Josephton,Automotive,302.63,39.79,26-07-2025,30-07-2025,CargoIndia,2888.03,Delayed,Medium,Crate,39f7e9c4-f677-46d7-b0a2-f3f754d43de7,6.73667E+12,East Heathermouth,2,4375,3,25.5,20,11,1843.3,4940.04,1,14337,143495,2555,1215,1,Air
S2043,Lake Micheleberg,New Yeseniaville,Automotive,3824.11,40.62,20-08-2025,31-08-2025,EcoFreight,4520.31,Delivered,Medium,Pallet,a3187036-8e2b-46ae-86db-8cf806e613ae,2.66393E+12,West William,3,580,4,26.7,53,0,6017.8,16127.7,6,23589,138319,362,887,1,Road
S2044,Richardview,New Yeseniaville,Pharmaceuticals,,23.2,03-07-2025,17-07-2025,CargoIndia,,In Transit,Medium,Crate,ba01e3a1-11bb-44bf-87f9-cba5d8f13b36,7.7326E+12,Mariaton,3,3081,6,-0.5,53,0,32196.1,86285.55,7,7390,9217,860,307,15,Rail
S2045,South Zacharyland,Rogersville,Pharmaceuticals,3317.3,90.82,09-08-2025,23-08-2025,BlueCargo,5122,Delivered,Low,Crate,244c00ec-eb97-49ad-ae35-705b01bafddb,8.3362E+12,Lake Shannonmouth,4,1793,5,24.4,53,0,19836.2,53161.02,3,27510,65524,470,591,5,Rail
S2046,Richardview,Robbinsville,Electronics,303.89,99.24,10-08-2025,20-08-2025,RapidTrans,1964.79,Delayed,High,Crate,f68596f3-eeda-46ce-ac3b-268c90c38275,6.73959E+12,Bradleyland,2,1337,1,-2.2,22,0,2130.3,5709.2,7,11797,24948,3447,1250,3,Road
S2047,Robbinsville,South Zacharyland,Electronics,3341.36,36.32,15-07-2025,24-07-2025,FastTrack,5039.06,In Transit,Low,Pallet,494d4ae8-853b-4cde-bb6e-3f8fdf1901e7,8.28168E+12,North Loriborough,5,2669,1,1.2,18,0,27269.9,73083.33,6,6959,119171,979,706,14,Air
S2048,South Zacharyland,Port Robin,Machinery,1229.67,94.41,10-08-2025,12-08-2025,CargoIndia,2767.27,Delivered,Low,Container,aea94a22-21bb-445f-9fdf-4e7e1977e11e,9.32541E+12,New Teresa,5,1187,6,31.3,59,0,8253.4,22119.11,6,18631,79941,2057,1157,4,Road
S2049,Rogersville,Rogersville,Pharmaceuticals,1754.76,80.97,20-08-2025,29-08-2025,EcoFreight,4041.96,Delivered,High,Crate,e37e8690-2ad9-4d54-8a3f-36082cc03a03,8.04779E+12,Leeville,3,2955,5,-2.5,33,0,25390.4,68046.27,5,19054,149037,865,953,9,Road
S2050,Jonathanstad,Richardview,Chemicals,4661.77,90.1,22-08-2025,26-08-2025,EcoFreight,5922.27,Awaiting Pickup,Low,Box,cbdd5ca4-637a-45a0-bd2d-ad295d7f4bf5,1.71357E+12,Rosestad,5,719,1,16.4,86,0,20101.7,53872.56,5,22011,81830,2621,1222,0,Road
S2051,Jonathanstad,West Jeffrey,Food,1700.32,6.36,15-07-2025,20-07-2025,RapidTrans,2153.92,Delivered,Medium,Pallet,1b91eecc-8a38-4fb9-b721-8f35e6838ee1,6.75877E+12,East Mark,4,780,4,21.6,32,0,7570.3,20288.4,7,4153,103577,2738,1199,8,Road
S2052,Brownshire,Lake Micheleberg,Apparel,3903.9,30.24,10-08-2025,23-08-2025,CargoIndia,6493.8,Delivered,High,Box,6b14b63d-f16e-4243-b255-0b41bce017e7,7.85745E+12,Port Jamestown,2,4575,6,1.5,53,0,36127.3,96821.16,1,17275,137397,852,774,14,Air
S2053,Brownshire,Donnachester,Chemicals,2194.91,6.62,13-07-2025,24-07-2025,RapidTrans,3387.61,Delayed,High,Box,307357b1-0e41-4651-88fe-61880e59d9c1,3.6089E+12,Teresaborough,1,2253,5,-0.9,70,17,16837.4,45124.23,2,20478,51577,1537,706,5,Air
S2054,Bakermouth,Nancymouth,Books,2211.19,16.2,29-07-2025,02-08-2025,BlueCargo,4733.69,Delayed,Low,Box,ac78f422-69d8-4e21-a354-e3946c2adb7e,3.30938E+12,Lopezmouth,4,4721,5,8,29,5,11762,31522.16,3,22033,93727,1622,1175,12,Air
S2055,West Marieland,Gomezton,Apparel,4236.15,15.47,22-07-2025,02-08-2025,RapidTrans,4799.35,Delivered,Low,Pallet,3034fe72-9609-414e-a407-1fb5970718a6,6.78442E+12,New Laurieborough,2,817,5,12.2,81,0,10703.3,28684.84,7,29979,126500,2671,956,15,Road
S2056,West Marieland,Rogersville,Electronics,2408.29,15.66,19-07-2025,23-07-2025,BlueCargo,4672.39,Delivered,Medium,Crate,c50c957f-8162-480e-aa04-ac4e6f7c0755,5.14818E+12,East Brittany,3,4215,1,18.6,10,0,34190.2,91629.74,3,28684,51034,1944,1254,5,Air
S2057,West Tylerland,New Yeseniaville,Furniture,3646.87,64.27,08-08-2025,20-08-2025,BlueCargo,6416.57,In Transit,High,Crate,56f9cd73-03d8-4180-9e04-59202492a02e,3.9503E+12,Port Mary,1,4254,4,8.4,77,0,35376,94807.68,2,4611,140672,3041,864,10,Air
S2058,Port Jenniferhaven,Jonathanstad,Machinery,1614.83,56.68,02-08-2025,15-08-2025,FastTrack,3553.63,Awaiting Pickup,High,Crate,adf3af7c-0843-4901-8b52-ef1ba13c4254,7.63966E+12,Cantrellstad,3,2744,5,19,59,0,7105.9,19043.81,3,26952,,3173,603,1,Road
S2059,Jonathanstad,Richardview,Food,1183.76,96.13,11-07-2025,20-07-2025,FastTrack,3729.56,In Transit,High,Crate,5f646d91-07a4-4aac-9caf-29ea3dec0fc9,4.93208E+12,Wilsonmouth,2,3169,3,-4,30,0,10315,27644.2,5,18714,69091,1040,372,3,Road
S2060,Buchananchester,Josephton,Machinery,816.37,50.84,09-08-2025,20-08-2025,CargoIndia,1824.77,Awaiting Pickup,Medium,Pallet,7b66d3bd-8d85-412d-bce6-e16f865bb2dc,2.22107E+12,Port Emily,1,1000,6,18,61,0,3772.3,10109.76,1,5843,67641,1440,786,13,Road
S2061,Robbinsville,Buchananchester,Apparel,1522.11,35.5,06-07-2025,19-07-2025,CargoIndia,3264.11,In Transit,Medium,Pallet,73b58f85-a124-4deb-b9aa-e73784fe2060,5.5138E+12,Colinshire,5,2774,3,18.2,47,0,23477.8,62920.5,5,4128,125827,3345,35,15,Road
S2062,Rogersville,Port Christopherport,Automotive,4748.2,68.21,27-07-2025,10-08-2025,EcoFreight,7169.3,Awaiting Pickup,Low,Crate,63c56cb3-a5a2-44b2-b26d-8c7ad9e36419,2.71007E+12,Port Andrew,5,3478,4,27.5,20,0,,,7,29718,49958,1269,656,0,Rail
S2063,Josephton,Josephton,Machinery,1494.95,31.6,28-06-2025,02-07-2025,CargoIndia,2750.45,Awaiting Pickup,Medium,Box,2b4061d2-1c38-4b8d-b984-a6dcbe99180b,6.64469E+12,Dawnfurt,2,1879,2,4.6,12,0,4545.7,12182.48,5,15581,13533,570,867,3,Air
S2064,Buchananchester,Bakermouth,Pharmaceuticals,3153.2,33.96,10-07-2025,22-07-2025,BlueCargo,5434.3,Awaiting Pickup,Medium,Container,4eeabbb7-bca1-4aae-b31b-7a353d25a2db,1.93084E+11,West Tinamouth,4,3883,6,37.7,17,0,34003.4,91129.11,5,18833,,1592,81,13,Road
S2065,Jonathanstad,Richardborough,Pharmaceuticals,,26.19,08-08-2025,16-08-2025,CargoIndia,,In Transit,Medium,Container,0f2e0326-27ab-4a24-9c16-e6fa1bc80d1c,6.29873E+12,New Michaelside,3,4541,4,-3.4,15,0,22123,59289.64,3,3864,107242,2890,424,7,Air
S2066,Stephensmouth,Coxchester,Books,4309.1,,11-08-2025,14-08-2025,BlueCargo,,Delivered,Medium,Crate,5112cf28-a240-4bcf-b7aa-fa92ad3b3214,2.52586E+12,Crystalland,2,2155,4,19.8,28,0,29661.9,79493.89,4,6605,124395,1279,749,13,Rail
S2067,Hannahfurt,Richardview,Books,1897.28,18.43,25-07-2025,07-08-2025,FastTrack,3974.58,In Transit,High,Pallet,0450e9a7-9b6c-4866-b444-c482fe01821f,5.29356E+12,Stephanieburgh,2,3786,3,-2.3,83,0,25820.3,69198.4,5,2202,37122,2632,194,2,Air
S2068,Richardborough,Lake Micheleberg,Automotive,3655.18,6.67,23-08-2025,26-08-2025,CargoIndia,4020.38,Delayed,Medium,Container,e964e94f-72b5-4297-bae6-5f3ebddec12b,7.35047E+12,Port Michael,3,597,3,22.5,65,0,11444.9,30672.33,2,23372,85213,3191,1448,0,Road
S2069,Coxchester,Coxchester,Electronics,4605.61,92.37,10-08-2025,18-08-2025,EcoFreight,5624.81,Awaiting Pickup,High,Crate,620c5831-e98b-409b-bb65-b9cd59d7b39b,5.16428E+12,Debbieport,-1,191,5,-0.5,43,0,2544.1,6818.19,6,23471,132894,3063,440,9,Rail
S2070,Coxchester,Buchananchester,Food,1914.67,74.28,24-07-2025,27-07-2025,RapidTrans,5020.97,In Transit,Medium,Crate,7acf2998-22f6-4a1f-a6c8-f4fa177dcf38,9.80533E+12,Lake Sydneyport,2,4727,3,10.4,90,0,12601.8,33772.82,2,25775,26074,421,381,8,Air
S2071,Lake Micheleberg,Fosterland,Food,1973.61,5.58,16-07-2025,23-07-2025,FastTrack,3641.91,Delivered,High,Box,227d2ed5-2f7e-40f2-a00d-2522ed07e357,4.55965E+12,Johnborough,2,3225,1,28,85,0,,,1,5933,58416,429,631,8,Rail
S2072,Lake Micheleberg,Brownshire,Food,4742.32,17.86,24-08-2025,27-08-2025,BlueCargo,7239.92,Delayed,High,Crate,0383c180-a60a-40e2-a40c-8bfbb800389a,1.05875E+12,West Tiffanymouth,2,4638,2,10.6,61,0,119868.3,321247.04,3,27115,63522,3259,40,11,Air
S2073,West Jeffrey,Buchananchester,Electronics,4468.75,79.43,23-07-2025,26-07-2025,BlueCargo,5838.05,Delayed,High,Pallet,e1029708-c1b3-4101-b9e6-ba64688a062b,8.57463E+12,New Eric,2,1150,3,-2.6,55,14,29417.2,78838.1,7,17689,63855,567,67,2,Rail
S2074,South Zacharyland,Richardview,Books,3376.77,11.39,22-07-2025,31-07-2025,EcoFreight,3617.17,Delayed,Medium,Container,c68cf0f3-23b7-43eb-82c1-b3bbb888aaab,5.23942E+11,Caseyton,2,253,2,13.7,76,18,4330.4,11605.47,2,28327,76197,1072,924,6,Road
S2075,North Allisonberg,Lake Jamieborough,Furniture,2513.44,20.49,24-08-2025,04-09-2025,FastTrack,3281.34,Delivered,Low,Pallet,35c3242c-8051-48e8-8234-051d4ae912fb,5.15159E+12,South Jeffreymouth,5,1126,2,37.9,62,0,12944.4,34690.99,7,1071,56647,1466,194,11,Road
S2076,West Jeffrey,Brownshire,Apparel,1768.6,82.28,30-07-2025,09-08-2025,RapidTrans,4533.4,In Transit,Low,Box,bf7dd586-0c90-4993-a4ab-939d3b4cf4a4,3.0431E+12,Lake Andrea,5,3884,6,17.7,65,0,18987.5,50886.5,6,28637,28244,1541,662,12,Road
S2077,Jonathanstad,West Jeffrey,Apparel,179.38,37.85,12-07-2025,19-07-2025,FastTrack,2538.88,Delayed,High,Container,bec85b7e-7967-458a-8210-1c6174a14263,6.60339E+12,Lake Kenneth,2,3962,1,35.5,57,12,2485,6659.8,6,27359,143922,1613,886,8,Rail
S2078,Buchananchester,Brownshire,Food,4328.92,88.55,10-08-2025,16-08-2025,RapidTrans,7614.42,In Transit,Low,Box,cde15cf7-120e-4659-ac04-e2734b47d386,8.45904E+12,North Paul,5,4800,3,18.8,70,0,90163.9,241639.25,4,22956,18205,2088,638,0,Air
S2079,West Jeffrey,Buchananchester,Chemicals,3985.48,27.09,23-07-2025,25-07-2025,EcoFreight,6634.88,Delayed,Medium,Box,b7bb09b6-2606-48b2-baff-0cdf55fcc7ff,1.42879E+12,Jasonfurt,0,4757,1,31.1,44,0,107668,288550.24,5,27402,79476,2569,1492,4,Air
S2080,Bakermouth,Buchananchester,Electronics,3267.49,4.87,29-06-2025,11-07-2025,RapidTrans,5259.19,Delivered,High,Pallet,9a97ae46-bb5f-4b85-998c-23f1c4bdf061,8.54968E+12,East Jason,3,3886,6,13.4,51,0,18767.2,50296.1,7,21661,94868,2858,387,13,Rail
S2081,Buchananchester,Port Jenniferhaven,Machinery,1699.45,99.19,28-07-2025,06-08-2025,BlueCargo,3524.85,In Transit,High,Box,478ea55a-ba2b-4767-9146-e110b4a777e7,2.70725E+12,East Rachel,2,1667,2,28.8,31,0,15578.9,41751.45,3,11295,14838,1255,400,5,Ship
S2082,South Zacharyland,Lake Todd,Machinery,1495.95,0.92,12-07-2025,16-07-2025,BlueCargo,3369.15,Delayed,Medium,Pallet,62701cfc-362c-45a2-8d85-a29f5ad877c0,4.95073E+12,East Juliemouth,4,3728,5,36.8,23,3,22275,59697,3,1274,117432,1248,333,0,Road
S2083,Lake Jamieborough,Jonathanstad,Chemicals,3778.44,49.12,03-08-2025,17-08-2025,EcoFreight,4848.64,Delayed,High,Crate,ec0eea69-0204-47af-802f-5a79b5bedd4b,5.83898E+12,Maddoxberg,2,1158,1,4.9,84,0,9361.7,25089.36,2,16911,124350,889,1371,13,Road
S2084,Richardview,Port Jenniferhaven,Pharmaceuticals,388.23,4.51,26-07-2025,03-08-2025,CargoIndia,1516.33,Delivered,High,Container,e1c0efb1-ec92-49a2-93be-ceb7ed5ad1f3,1.58858E+12,West Morgan,2,2166,6,8.9,80,0,4209.1,11280.39,1,12478,57610,2690,1320,1,Air
S2085,Buchananchester,Richardview,Furniture,1572.17,73.74,22-08-2025,28-08-2025,EcoFreight,3997.57,Awaiting Pickup,High,Container,4c6507a4-065c-44ca-90b6-454f32084f4d,3.5629E+11,North Paula,2,3376,3,31.9,61,0,15601.1,41810.95,1,8074,21085,501,387,15,Road
S2086,Port Christopherport,New Yeseniaville,Pharmaceuticals,982.31,41.63,21-08-2025,30-08-2025,EcoFreight,3852.11,Delayed,High,Pallet,b548a1b4-6bf8-457d-b523-6703cd070397,6.02669E+12,Williamsfort,2,4907,6,15.1,32,0,15231.6,40820.69,6,7865,99606,1278,754,13,Air
S2087,East Shannonmouth,South Zacharyland,Furniture,4279.77,28.58,11-08-2025,24-08-2025,CargoIndia,6346.07,Delivered,High,Crate,9d9df21f-3541-4d4a-96dc-2b0b4edf5247,8.20195E+12,South Ryanberg,2,3561,2,9.6,64,0,,,2,20311,70278,2612,287,0,Rail
S2088,Gomezton,Jonathanstad,Chemicals,742.04,11.28,23-07-2025,06-08-2025,FastTrack,3002.34,Delayed,High,Crate,6c107629-b26b-4829-a835-787ee02fd18e,8.03666E+12,Sosaton,3,4295,3,24.8,54,0,18211.2,48806.02,3,17158,46989,1537,668,3,Air
S2089,Jonathanstad,Port Robin,Machinery,4074.88,14.51,14-08-2025,23-08-2025,FastTrack,5514.98,Delayed,High,Box,53dd53b3-ce39-46b0-8aac-c1a2243f24d5,8.00982E+12,North Beth,2,2590,4,37.5,14,0,47840.8,128213.34,1,8622,99486,838,1172,10,Road
S2090,New Yeseniaville,Rogersville,Electronics,,34.49,14-08-2025,18-08-2025,BlueCargo,,Delivered,High,Container,58193376-1941-43ab-9f45-6a1ed5fc3981,2.00463E+11,South Lorraineborough,2,1267,3,9.2,49,0,10633.9,28498.85,4,26157,95671,1417,166,5,Road
